year,period,periodName,latest,value,footnotes,calculations
2021,M01,January,,136.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.6', '6': '1.6', '12': '2.2'}}"
2020,M12,December,,136.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '1.0', '6': '1.6', '12': '1.2'}}"
2020,M11,November,,135.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.0', '3': '0.9', '6': '1.3', '12': '0.7'}}"
2020,M10,October,,134.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '0.1', '6': '-0.1', '12': '-0.1'}}"
2020,M09,September,,134.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.7', '6': '0.5', '12': '-0.3'}}"
2020,M08,August,,134.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.4', '6': '0.1', '12': '-0.1'}}"
2020,M07,July,,134.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '-0.1', '6': '0.6', '12': '-0.4'}}"
2020,M06,June,,133.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '-0.1', '6': '-0.4', '12': '-0.8'}}"
2020,M05,May,,134.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '-0.3', '6': '-0.5', '12': '-0.4'}}"
2020,M04,April,,134.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.7', '6': '-0.1', '12': '-0.5'}}"
2020,M03,March,,134.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '-0.3', '6': '-0.8', '12': '-0.8'}}"
2020,M02,February,,134.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '-0.2', '6': '-0.2', '12': '-0.3'}}"
2020,M01,January,,133.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.7', '3': '-0.8', '6': '-1.0', '12': '-1.0'}}"
2019,M12,December,,134.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '-0.5', '6': '-0.4', '12': '0.3'}}"
2019,M11,November,,134.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.0', '6': '0.1', '12': '0.4'}}"
2019,M10,October,,134.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '-0.2', '6': '-0.4', '12': '0.3'}}"
2019,M09,September,,135.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.1', '6': '0.0', '12': '0.5'}}"
2019,M08,August,,134.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.1', '6': '-0.1', '12': '0.2'}}"
2019,M07,July,,134.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '-0.2', '6': '0.1', '12': '0.4'}}"
2019,M06,June,,135.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '-0.1', '6': '0.7', '12': '0.7'}}"
2019,M05,May,,134.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '-0.1', '6': '0.4', '12': '0.9'}}"
2019,M04,April,,135.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.3', '6': '0.7', '12': '1.1'}}"
2019,M03,March,,135.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.8', '6': '0.5', '12': '0.9'}}"
2019,M02,February,,134.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.5', '6': '0.3', '12': '1.0'}}"
2019,M01,January,,134.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '0.4', '6': '0.4', '12': '0.9'}}"
2018,M12,December,,134.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '-0.3', '6': '0.1', '12': '0.1'}}"
2018,M11,November,,134.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-0.2', '6': '0.5', '12': '0.1'}}"
2018,M10,October,,134.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '-0.1', '6': '0.4', '12': '0.6'}}"
2018,M09,September,,134.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.4', '6': '0.4', '12': '1.7'}}"
2018,M08,August,,134.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.7', '6': '0.7', '12': '1.8'}}"
2018,M07,July,,134.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.4', '6': '0.5', '12': '1.3'}}"
2018,M06,June,,134.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.0', '6': '0.0', '12': '-0.2'}}"
2018,M05,May,,133.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.0', '6': '-0.4', '12': '-0.3'}}"
2018,M04,April,,133.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '0.1', '6': '0.2', '12': '-1.8'}}"
2018,M03,March,,134.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.0', '6': '1.4', '12': '-1.4'}}"
2018,M02,February,,133.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '-0.4', '6': '1.1', '12': '-1.3'}}"
2018,M01,January,,133.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '0.1', '6': '0.8', '12': '-1.0'}}"
2017,M12,December,,134.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '1.4', '6': '-0.2', '12': '-0.4'}}"
2017,M11,November,,134.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.4', '6': '0.1', '12': '0.3'}}"
2017,M10,October,,133.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.9', '3': '0.6', '6': '-2.1', '12': '-0.3'}}"
2017,M09,September,,132.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '-1.6', '6': '-2.7', '12': '-0.8'}}"
2017,M08,August,,132.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '-1.3', '6': '-2.3', '12': '-0.6'}}"
2017,M07,July,,132.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-1.3', '3': '-2.6', '6': '-1.8', '12': '-0.5'}}"
2017,M06,June,,134.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '-1.2', '6': '-0.1', '12': '0.2'}}"
2017,M05,May,,133.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-1.7', '3': '-1.0', '6': '0.2', '12': '-0.1'}}"
2017,M04,April,,136.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.9', '6': '1.8', '12': '2.4'}}"
2017,M03,March,,135.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.0', '6': '2.0', '12': '2.0'}}"
2017,M02,February,,135.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '1.2', '6': '1.7', '12': '1.8'}}"
2017,M01,January,,135.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.9', '6': '1.3', '12': '1.1'}}"
2016,M12,December,,134.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '0.9', '6': '0.4', '12': '-0.1'}}"
2016,M11,November,,133.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.5', '6': '-0.4', '12': '-0.7'}}"
2016,M10,October,,133.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.4', '6': '0.6', '12': '-0.4'}}"
2016,M09,September,,133.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '-0.5', '6': '0.0', '12': '-0.4'}}"
2016,M08,August,,132.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '-0.9', '6': '0.1', '12': '-0.4'}}"
2016,M07,July,,133.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '0.2', '6': '-0.1', '12': '-0.1'}}"
2016,M06,June,,134.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.5', '6': '-0.5', '12': '1.1'}}"
2016,M05,May,,134.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '1.0', '6': '-0.3', '12': '1.1'}}"
2016,M04,April,,133.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '-0.4', '6': '-1.0', '12': '0.3'}}"
2016,M03,March,,133.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '-1.0', '6': '-0.4', '12': '-0.1'}}"
2016,M02,February,,132.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '-1.3', '6': '-0.5', '12': '0.1'}}"
2016,M01,January,,133.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.9', '3': '-0.6', '6': '0.1', '12': '1.2'}}"
2015,M12,December,,134.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.7', '6': '1.7', '12': '3.1'}}"
2015,M11,November,,134.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.7', '6': '1.4', '12': '2.0'}}"
2015,M10,October,,134.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.7', '6': '1.3', '12': '1.7'}}"
2015,M09,September,,133.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '1.0', '6': '0.3', '12': '1.9'}}"
2015,M08,August,,133.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.6', '6': '0.6', '12': '1.6'}}"
2015,M07,July,,133.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '0.6', '6': '1.1', '12': '1.7'}}"
2015,M06,June,,132.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '-0.7', '6': '1.4', '12': '0.8'}}"
2015,M05,May,,132.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.0', '6': '0.6', '12': '1.1'}}"
2015,M04,April,,132.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.6', '3': '0.5', '6': '0.5', '12': '1.4'}}"
2015,M03,March,,133.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '2.1', '6': '1.6', '12': '1.8'}}"
2015,M02,February,,132.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '0.6', '6': '1.0', '12': '1.3'}}"
2015,M01,January,,131.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.9', '3': '-0.1', '6': '0.5', '12': '0.8'}}"
2014,M12,December,,130.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.9', '3': '-0.5', '6': '-0.5', '12': '0.2'}}"
2014,M11,November,,131.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.4', '6': '0.5', '12': '1.2'}}"
2014,M10,October,,132.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '0.6', '6': '0.9', '12': '1.0'}}"
2014,M09,September,,131.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '-0.1', '6': '0.2', '12': '0.7'}}"
2014,M08,August,,131.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.2', '6': '0.3', '12': '1.2'}}"
2014,M07,July,,131.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '0.3', '6': '0.2', '12': '1.2'}}"
2014,M06,June,,131.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.3', '6': '0.7', '12': '1.3'}}"
2014,M05,May,,131.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.2', '6': '0.6', '12': '0.9'}}"
2014,M04,April,,130.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '-0.1', '6': '0.1', '12': '0.0'}}"
2014,M03,March,,131.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.4', '6': '0.5', '12': '0.2'}}"
2014,M02,February,,131.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.5', '6': '0.8', '12': '0.2'}}"
2014,M01,January,,130.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.2', '6': '0.9', '12': '0.3'}}"
2013,M12,December,,130.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.1', '6': '0.6', '12': '-0.4'}}"
2013,M11,November,,130.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '0.4', '6': '0.3', '12': '-0.3'}}"
2013,M10,October,,130.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.8', '6': '-0.1', '12': '0.2'}}"
2013,M09,September,,130.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.5', '6': '-0.3', '12': '-1.1'}}"
2013,M08,August,,129.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '-0.1', '6': '-0.7', '12': '-2.0'}}"
2013,M07,July,,129.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-0.8', '6': '-0.6', '12': '-2.0'}}"
2013,M06,June,,129.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '-0.8', '6': '-1.0', '12': '-1.2'}}"
2013,M05,May,,130.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.6', '3': '-0.6', '6': '-0.6', '12': '-0.8'}}"
2013,M04,April,,130.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.2', '6': '0.2', '12': '-0.2'}}"
2013,M03,March,,130.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-0.2', '6': '-0.8', '12': '0.0'}}"
2013,M02,February,,130.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.0', '6': '-1.3', '12': '0.2'}}"
2013,M01,January,,130.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '0.0', '6': '-1.4', '12': '-0.1'}}"
2012,M12,December,,131.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '-0.7', '6': '-0.2', '12': '0.3'}}"
2012,M11,November,,130.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '-1.3', '6': '-0.2', '12': '-0.2'}}"
2012,M10,October,,130.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-1.1', '3': '-1.4', '6': '-0.4', '12': '0.2'}}"
2012,M09,September,,131.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '0.5', '6': '0.8', '12': '1.8'}}"
2012,M08,August,,132.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '1.1', '6': '1.5', '12': '1.7'}}"
2012,M07,July,,132.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '1.0', '6': '1.3', '12': '1.5'}}"
2012,M06,June,,131.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.4', '6': '0.5', '12': '0.5'}}"
2012,M05,May,,131.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.5', '6': '0.0', '12': '0.8'}}"
2012,M04,April,,131.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.3', '6': '0.5', '12': '0.9'}}"
2012,M03,March,,130.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.2', '6': '0.9', '12': '1.3'}}"
2012,M02,February,,130.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '-0.5', '6': '0.2', '12': '1.4'}}"
2012,M01,January,,130.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.2', '6': '0.2', '12': '1.8'}}"
2011,M12,December,,130.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '0.8', '6': '-0.1', '12': '2.3'}}"
2011,M11,November,,131.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '0.6', '6': '0.8', '12': '2.3'}}"
2011,M10,October,,130.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '-0.1', '6': '0.4', '12': '1.7'}}"
2011,M09,September,,129.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '-0.8', '6': '0.4', '12': '0.8'}}"
2011,M08,August,,130.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.2', '6': '1.2', '12': '1.3'}}"
2011,M07,July,,130.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '0.5', '6': '1.6', '12': '1.4'}}"
2011,M06,June,,130.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.2', '6': '2.3', '12': '1.3'}}"
2011,M05,May,,130.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '1.0', '6': '1.4', '12': '0.4'}}"
2011,M04,April,,129.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.2', '6': '1.3', '12': '0.5'}}"
2011,M03,March,,129.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.1', '6': '0.4', '12': '-0.3'}}"
2011,M02,February,,128.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.4', '6': '0.1', '12': '-1.5'}}"
2011,M01,January,,128.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '0.2', '6': '-0.2', '12': '-1.8'}}"
2010,M12,December,,127.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '-0.7', '6': '-1.0', '12': '-2.5'}}"
2010,M11,November,,128.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '-0.3', '6': '-1.0', '12': '-2.3'}}"
2010,M10,October,,128.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '-0.4', '6': '-0.8', '12': '-3.3'}}"
2010,M09,September,,128.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-0.3', '6': '-0.7', '12': '-1.2'}}"
2010,M08,August,,128.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-0.7', '6': '-1.5', '12': '-0.8'}}"
2010,M07,July,,128.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '-0.4', '6': '-1.5', '12': '-0.9'}}"
2010,M06,June,,129.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '-0.4', '6': '-1.5', '12': '-2.5'}}"
2010,M05,May,,129.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '-0.8', '6': '-1.3', '12': '-0.7'}}"
2010,M04,April,,129.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '-1.1', '6': '-2.6', '12': '-1.1'}}"
2010,M03,March,,129.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.8', '3': '-1.1', '6': '-0.5', '12': '-0.9'}}"
2010,M02,February,,130.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-0.5', '6': '0.7', '12': '-0.1'}}"
2010,M01,January,,130.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '-1.4', '6': '0.6', '12': '-0.5'}}"
2009,M12,December,,131.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '0.6', '6': '-1.0', '12': '-0.6'}}"
2009,M11,November,,131.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-1.0', '3': '1.2', '6': '0.6', '12': '0.4'}}"
2009,M10,October,,132.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.8', '3': '2.1', '6': '1.5', '12': '0.9'}}"
2009,M09,September,,130.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '-1.6', '6': '-0.4', '12': '1.0'}}"
2009,M08,August,,129.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '-0.5', '6': '-0.8', '12': '0.3'}}"
2009,M07,July,,129.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-1.9', '3': '-0.6', '6': '-1.1', '12': '1.3'}}"
2009,M06,June,,132.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.5', '3': '1.2', '6': '0.4', '12': '3.4'}}"
2009,M05,May,,130.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '-0.2', '6': '-0.2', '12': '2.4'}}"
2009,M04,April,,130.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '-0.5', '6': '-0.5', '12': '2.0'}}"
2009,M03,March,,130.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-0.8', '6': '1.4', '12': '2.4'}}"
2009,M02,February,,130.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '0.0', '6': '1.1', '12': '2.1'}}"
2009,M01,January,,131.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '0.0', '6': '2.5', '12': '2.8'}}"
2008,M12,December,,131.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '2.2', '6': '3.0', '12': '4.1'}}"
2008,M11,November,,130.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '1.1', '6': '2.6', '12': '2.5'}}"
2008,M10,October,,131.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.9', '3': '2.5', '6': '2.5', '12': '3.6'}}"
2008,M09,September,,128.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '0.7', '6': '1.0', '12': '4.2'}}"
2008,M08,August,,129.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.9', '3': '1.5', '6': '1.0', '12': '2.4'}}"
2008,M07,July,,128.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.0', '6': '0.3', '12': '1.5'}}"
2008,M06,June,,128.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '0.3', '6': '1.1', '12': '1.3'}}"
